Person.ID,First.name,Last.name,Party,Constituency,PCON22CD,DisplayName,SocialistCampaignGroup,TribuneGroup,OneNation,TRG_Patron,ERG_Subscriber
25154,Christopher,Hazzard,Sinn Féin,South Down,N06000015,Christopher HAZZARD (South Down),0,0,0,0,0
10267,Oliver,Heald,Conservative,North East Hertfordshire,E14000845,Oliver HEALD (North East Hertfordshire),0,0,0,0,0
10268,John,Healey,Labour,Wentworth and Dearne,E14001028,John HEALEY (Wentworth and Dearne),0,1,0,0,0
25438,James,Heappey,Conservative,Wells,E14001026,James HEAPPEY (Wells),0,0,0,0,0
24841,Chris,Heaton-Harris,Conservative,Daventry,E14000660,Chris HEATON-HARRIS (Daventry),0,0,0,0,1
24828,Gordon,Henderson,Conservative,Sittingbourne and Sheppey,E14000927,Gordon HENDERSON (Sittingbourne and Sheppey),0,0,0,0,0
10682,Mark,Hendrick,Labour/Co-operative,Preston,E14000885,Mark HENDRICK (Preston),0,1,0,0,0
25382,Drew,Hendry,Scottish National Party,"Inverness, Nairn, Badenoch and Strathspey",S14000039,"Drew HENDRY (Inverness, Nairn, Badenoch and Strathspey)",0,0,0,0,0
25871,Darren,Henry,Conservative,Broxtowe,E14000607,Darren HENRY (Broxtowe),0,0,0,0,0
25842,Antony,Higginbotham,Conservative,Burnley,E14000609,Antony HIGGINBOTHAM (Burnley),0,0,0,0,0
11605,Meg,Hillier,Labour/Co-operative,Hackney South and Shoreditch,E14000721,Meg HILLIER (Hackney South and Shoreditch),0,0,0,0,0
24782,Damian,Hinds,Conservative,East Hampshire,E14000680,Damian HINDS (East Hampshire),0,0,0,0,0
25427,Simon,Hoare,Conservative,North Dorset,E14000839,Simon HOARE (North Dorset),0,0,1,0,0
25648,Wera,Hobhouse,Liberal Democrat,Bath,E14000547,Wera HOBHOUSE (Bath),0,0,0,0,0
10281,Margaret,Hodge,Labour,Barking,E14000540,Margaret HODGE (Barking),0,0,0,0,0
11592,Sharon,Hodgson,Labour,Washington and Sunderland West,E14001020,Sharon HODGSON (Washington and Sunderland West),0,1,0,0,0
25893,Richard,Holden,Conservative,North West Durham,E14000856,Richard HOLDEN (North West Durham),0,0,0,0,0
25298,Kate,Hollern,Labour,Blackburn,E14000570,Kate HOLLERN (Blackburn),0,0,0,0,0
25415,Kevin,Hollinrake,Conservative,Thirsk and Malton,E14000993,Kevin HOLLINRAKE (Thirsk and Malton),0,0,0,0,0
11661,Philip,Hollobone,Conservative,Kettering,E14000769,Philip HOLLOBONE (Kettering),0,0,0,0,0
11599,Adam,Holloway,Conservative,Gravesham,E14000715,Adam HOLLOWAY (Gravesham),0,0,0,0,0
25808,Paul,Holmes,Conservative,Eastleigh,E14000685,Paul HOLMES (Eastleigh),0,0,0,0,0
25809,Rachel,Hopkins,Labour,Luton South,E14000801,Rachel HOPKINS (Luton South),1,0,0,0,0
11973,Stewart,Hosie,Scottish National Party,Dundee East,S14000015,Stewart HOSIE (Dundee East),0,0,0,0,0
10292,George,Howarth,Labour,Knowsley,E14000775,George HOWARTH (Knowsley),0,0,0,0,0
14131,John,Howell,Conservative,Henley,E14000742,John HOWELL (Henley),0,0,0,0,0
25855,Paul,Howell,Conservative,Sedgefield,E14000915,Paul HOWELL (Sedgefield),0,0,0,0,0
10295,Lindsay,Hoyle,Speaker,Chorley,E14000637,Lindsay HOYLE (Chorley),0,0,0,0,0
25381,Nigel,Huddleston,Conservative,Mid Worcestershire,E14000818,Nigel HUDDLESTON (Mid Worcestershire),0,0,0,1,0
25875,Neil,Hudson,Conservative,Penrith and The Border,E14000877,Neil HUDSON (Penrith and The Border),0,0,0,0,0
25699,Eddie,Hughes,Conservative,Walsall North,E14001011,Eddie HUGHES (Walsall North),0,0,0,0,0
25921,Jane,Hunt,Conservative,Loughborough,E14000797,Jane HUNT (Loughborough),0,0,0,0,0
11859,Jeremy,Hunt,Conservative,South West Surrey,E14000953,Jeremy HUNT (South West Surrey),0,0,0,0,0
25811,Tom,Hunt,Conservative,Ipswich,E14000761,Tom HUNT (Ipswich),0,0,0,0,0
25284,Rupa,Huq,Labour,Ealing Central and Acton,E14000674,Rupa HUQ (Ealing Central and Acton),0,0,0,0,0
25375,Imran,Hussain,Labour,Bradford East,E14000587,Imran HUSSAIN (Bradford East),1,0,0,0,0
25674,Alister,Jack,Conservative,Dumfries and Galloway,S14000013,Alister JACK (Dumfries and Galloway),0,0,0,0,0
25675,Christine,Jardine,Liberal Democrat,Edinburgh West,S14000026,Christine JARDINE (Edinburgh West),0,0,0,0,0
25067,Dan,Jarvis,Labour,Barnsley Central,E14000541,Dan JARVIS (Barnsley Central),0,1,0,0,0
24854,Sajid,Javid,Conservative,Bromsgrove,E14000605,Sajid JAVID (Bromsgrove),0,0,0,0,1
25419,Ranil,Jayawardena,Conservative,North East Hampshire,E14000844,Ranil JAYAWARDENA (North East Hampshire),0,0,0,0,0
10312,Bernard,Jenkin,Conservative,Harwich and North Essex,E14000734,Bernard JENKIN (Harwich and North Essex),0,0,0,0,1
25792,Mark,Jenkinson,Conservative,Workington,E14001053,Mark JENKINSON (Workington),0,0,0,0,0
25431,Andrea,Jenkyns,Conservative,Morley and Outwood,E14000826,Andrea JENKYNS (Morley and Outwood),0,0,0,0,0
25227,Robert,Jenrick,Conservative,Newark,E14000829,Robert JENRICK (Newark),0,0,0,0,0
25597,Caroline,Johnson,Conservative,Sleaford and North Hykeham,E14000929,Caroline JOHNSON (Sleaford and North Hykeham),0,0,0,0,0
11647,Diana R.,Johnson,Labour,Kingston upon Hull North,E14000772,Diana R. JOHNSON (Kingston upon Hull North),0,1,0,0,0
24803,Gareth,Johnson,Conservative,Dartford,E14000659,Gareth JOHNSON (Dartford),0,0,0,0,0
25803,Kim,Johnson,Labour,"Liverpool, Riverside",E14000793,"Kim JOHNSON (Liverpool, Riverside)",1,0,0,0,0
25924,David,Johnston,Conservative,Wantage,E14001015,David JOHNSTON (Wantage),0,0,0,0,0
24758,Andrew,Jones,Conservative,Harrogate and Knaresborough,E14000730,Andrew JONES (Harrogate and Knaresborough),0,0,0,0,0
25637,Darren,Jones,Labour,Bristol North West,E14000600,Darren JONES (Bristol North West),0,0,0,0,0
11506,David,Jones,Conservative,Clwyd West,W07000059,David JONES (Clwyd West),0,0,0,0,0
25881,Fay,Jones,Conservative,Brecon and Radnorshire,W07000068,Fay JONES (Brecon and Radnorshire),0,0,0,0,0
25289,Gerald,Jones,Labour,Merthyr Tydfil and Rhymney,W07000071,Gerald JONES (Merthyr Tydfil and Rhymney),0,0,0,0,0
11003,Kevan,Jones,Labour,North Durham,E14000840,Kevan JONES (North Durham),0,0,0,0,0
24745,Marcus,Jones,Conservative,Nuneaton,E14000868,Marcus JONES (Nuneaton),0,0,0,0,0
25746,Ruth,Jones,Labour,Newport West,W07000056,Ruth JONES (Newport West),0,0,0,0,0
25673,Sarah,Jones,Labour,Croydon Central,E14000654,Sarah JONES (Croydon Central),0,1,0,0,0
25911,Simon,Jupp,Conservative,East Devon,E14000678,Simon JUPP (East Devon),0,0,0,0,0
25220,Mike,Kane,Labour,Wythenshawe and Sale East,E14001059,Mike KANE (Wythenshawe and Sale East),0,0,0,0,0
11817,Daniel,Kawczynski,Conservative,Shrewsbury and Atcham,E14000926,Daniel KAWCZYNSKI (Shrewsbury and Atcham),0,0,0,0,0
25906,Alicia,Kearns,Conservative,Rutland and Melton,E14000909,Alicia KEARNS (Rutland and Melton),0,0,0,0,0
25670,Gillian,Keegan,Conservative,Chichester,E14000633,Gillian KEEGAN (Chichester),0,0,1,0,0
11943,Barbara,Keeley,Labour,Worsley and Eccles South,E14001054,Barbara KEELEY (Worsley and Eccles South),0,1,0,0,0
24816,Liz,Kendall,Labour,Leicester West,E14000784,Liz KENDALL (Leicester West),0,0,0,0,0
25662,Afzal,Khan,Labour,"Manchester, Gorton",E14000808,"Afzal KHAN (Manchester, Gorton)",0,0,0,0,0
25297,Stephen,Kinnock,Labour,Aberavon,W07000049,Stephen KINNOCK (Aberavon),0,1,0,0,0
11026,Greg,Knight,Conservative,East Yorkshire,E14000683,Greg KNIGHT (East Yorkshire),0,0,0,0,0
25388,Julian,Knight,Conservative,Solihull,E14000931,Julian KNIGHT (Solihull),0,0,0,0,0
25839,Kate,Kniveton,Conservative,Burton,E14000610,Kate KNIVETON (Burton),0,0,0,0,0
25913,Danny,Kruger,Conservative,Devizes,E14000665,Danny KRUGER (Devizes),0,0,0,0,0
24770,Kwasi,Kwarteng,Conservative,Spelthorne,E14000959,Kwasi KWARTENG (Spelthorne),0,0,0,0,0
25418,Peter,Kyle,Labour,Hove,E14000755,Peter KYLE (Hove),0,0,0,0,0
10348,Eleanor,Laing,Conservative,Epping Forest,E14000693,Eleanor LAING (Epping Forest),0,0,0,0,1
25669,Ben,Lake,Plaid Cymru,Ceredigion,W07000064,Ben LAKE (Ceredigion),0,0,0,0,0
10678,David,Lammy,Labour,Tottenham,E14001002,David LAMMY (Tottenham),0,1,0,0,0
14026,John,Lamont,Conservative,"Berwickshire, Roxburgh and Selkirk",S14000008,"John LAMONT (Berwickshire, Roxburgh and Selkirk)",0,0,0,1,0
25841,Robert,Largan,Conservative,High Peak,E14000748,Robert LARGAN (High Peak),0,0,0,0,0
24821,Pauline,Latham,Conservative,Mid Derbyshire,E14000814,Pauline LATHAM (Mid Derbyshire),0,0,0,0,1
24963,Ian,Lavery,Labour,Wansbeck,E14001014,Ian LAVERY (Wansbeck),1,0,0,0,0
25270,Chris,Law,Scottish National Party,Dundee West,S14000016,Chris LAW (Dundee West),0,0,0,0,0
26040,Kim,Leadbeater,Labour,Batley and Spen,E14000548,Kim LEADBEATER (Batley and Spen),0,0,0,0,0
24829,Andrea,Leadsom,Conservative,South Northamptonshire,E14000942,Andrea LEADSOM (South Northamptonshire),0,0,0,0,1
10352,Edward,Leigh,Conservative,Gainsborough,E14000707,Edward LEIGH (Gainsborough),0,0,0,0,0
25791,Ian,Levy,Conservative,Blyth Valley,E14000575,Ian LEVY (Blyth Valley),0,0,0,0,0
25181,Emma,Lewell-Buck,Labour,South Shields,E14000944,Emma LEWELL-BUCK (South Shields),0,0,0,0,0
25686,Andrew,Lewer,Conservative,Northampton South,E14000862,Andrew LEWER (Northampton South),0,0,0,0,0
24879,Brandon,Lewis,Conservative,Great Yarmouth,E14000717,Brandon LEWIS (Great Yarmouth),0,0,0,0,1
25356,Clive,Lewis,Labour,Norwich South,E14000864,Clive LEWIS (Norwich South),1,0,0,0,0
10358,Julian,Lewis,Conservative,New Forest East,E14000827,Julian LEWIS (New Forest East),0,0,0,0,0
11048,Ian,Liddell-Grainger,Conservative,Bridgwater and West Somerset,E14000595,Ian LIDDELL-GRAINGER (Bridgwater and West Somerset),0,0,0,0,0
26085,Simon,Lightwood,Labour,Wakefield,E14001009,Simon LIGHTWOOD (Wakefield),0,0,0,0,0
25677,David,Linden,Scottish National Party,Glasgow East,S14000030,David LINDEN (Glasgow East),0,0,0,0,0
10367,Tony,Lloyd,Labour,Rochdale,E14000897,Tony LLOYD (Rochdale),0,1,0,0,0
25562,Carla,Lockhart,DUP,Upper Bann,N06000017,Carla LOCKHART (Upper Bann),0,0,0,0,0
25918,Chris,Loder,Conservative,West Dorset,E14001031,Chris LODER (West Dorset),0,0,0,0,0
25886,Mark,Logan,Conservative,Bolton North East,E14000578,Mark LOGAN (Bolton North East),0,0,0,0,0
25368,Rebecca,Long-Bailey,Labour,Salford and Eccles,E14000911,Rebecca LONG-BAILEY (Salford and Eccles),1,0,0,0,0
25917,Marco,Longhi,Conservative,Dudley North,E14000671,Marco LONGHI (Dudley North),0,0,0,0,0
25652,Julia,Lopez,Conservative,Hornchurch and Upminster,E14000751,Julia LOPEZ (Hornchurch and Upminster),0,0,0,0,0
24716,Jack,Lopresti,Conservative,Filton and Bradley Stoke,E14000702,Jack LOPRESTI (Filton and Bradley Stoke),0,0,0,0,0
24884,Jonathan,Lord,Conservative,Woking,E14001047,Jonathan LORD (Woking),0,0,0,0,0
10371,Tim,Loughton,Conservative,East Worthing and Shoreham,E14000682,Tim LOUGHTON (East Worthing and Shoreham),0,0,0,0,0
24910,Caroline,Lucas,Green,"Brighton, Pavilion",E14000598,"Caroline LUCAS (Brighton, Pavilion)",0,0,0,0,0
25434,Holly,Lynch,Labour,Halifax,E14000723,Holly LYNCH (Halifax),0,0,0,0,0
14031,Kenny,MacAskill,Alba,East Lothian,S14000020,Kenny MACASKILL (East Lothian),0,0,0,0,0
25437,Craig,Mackinlay,Conservative,South Thanet,E14000948,Craig MACKINLAY (South Thanet),0,0,0,0,1
25802,Cherilyn,Mackrory,Conservative,Truro and Falmouth,E14001003,Cherilyn MACKRORY (Truro and Falmouth),0,0,0,0,0
25692,Rachel,Maclean,Conservative,Redditch,E14000892,Rachel MACLEAN (Redditch),0,0,0,1,0
12004,Angus,MacNeil,Scottish National Party,Na h-Eileanan an Iar,S14000027,Angus MACNEIL (Na h-Eileanan an Iar),0,0,0,0,0
25378,Justin,Madders,Labour,Ellesmere Port and Neston,E14000688,Justin MADDERS (Ellesmere Port and Neston),0,1,0,0,0
11087,Khalid,Mahmood,Labour,"Birmingham, Perry Barr",E14000566,"Khalid MAHMOOD (Birmingham, Perry Barr)",0,0,0,0,0
24788,Shabana,Mahmood,Labour,"Birmingham, Ladywood",E14000564,"Shabana MAHMOOD (Birmingham, Ladywood)",0,1,0,0,0
25285,Alan,Mak,Conservative,Havant,E14000736,Alan MAK (Havant),0,0,0,0,0
25150,Seema,Malhotra,Labour/Co-operative,Feltham and Heston,E14000701,Seema MALHOTRA (Feltham and Heston),0,1,0,0,0
25346,Kit,Malthouse,Conservative,North West Hampshire,E14000857,Kit MALTHOUSE (North West Hampshire),0,0,0,0,1
25868,Anthony,Mangnall,Conservative,Totnes,E14001001,Anthony MANGNALL (Totnes),0,0,0,0,0
25383,Scott,Mann,Conservative,North Cornwall,E14000837,Scott MANN (North Cornwall),0,0,0,0,0
25879,Julie,Marson,Conservative,Hertford and Stortford,E14000744,Julie MARSON (Hertford and Stortford),0,0,0,0,0
25433,Rachael,Maskell,Labour/Co-operative,York Central,E14001061,Rachael MASKELL (York Central),1,0,0,0,0
13904,Paul,Maskey,Sinn Féin,Belfast West,N06000004,Paul MASKEY (Belfast West),0,0,0,0,0
10426,Theresa,May,Conservative,Maidenhead,E14000803,Theresa MAY (Maidenhead),0,0,0,0,0
25904,Jerome,Mayhew,Conservative,Broadland,E14000603,Jerome MAYHEW (Broadland),0,0,1,0,0
24764,Paul,Maynard,Conservative,Blackpool North and Cleveleys,E14000572,Paul MAYNARD (Blackpool North and Cleveleys),0,0,0,0,0
10377,Steve,McCabe,Labour,"Birmingham, Selly Oak",E14000567,"Steve MCCABE (Birmingham, Selly Oak)",0,0,0,0,0
11455,Kerry,McCarthy,Labour,Bristol East,E14000599,Kerry MCCARTHY (Bristol East),0,0,0,0,0
24887,Jason,McCartney,Conservative,Colne Valley,E14000645,Jason MCCARTNEY (Colne Valley),0,0,0,0,0
24790,Karl,McCartney,Conservative,Lincoln,E14000792,Karl MCCARTNEY (Lincoln),0,0,0,0,0
10381,Siobhain,McDonagh,Labour,Mitcham and Morden,E14000823,Siobhain MCDONAGH (Mitcham and Morden),0,0,0,0,0
25169,Andy,McDonald,Labour,Middlesbrough,E14000819,Andy MCDONALD (Middlesbrough),1,0,0,0,0
25322,Stewart,McDonald,Scottish National Party,Glasgow South,S14000034,Stewart MCDONALD (Glasgow South),0,0,0,0,0
25301,Stuart,McDonald,Scottish National Party,"Cumbernauld, Kilsyth and Kirkintilloch East",S14000012,"Stuart MCDONALD (Cumbernauld, Kilsyth and Kirkintilloch East)",0,0,0,0,0
10383,John Martin,McDonnell,Labour,Hayes and Harlington,E14000737,John Martin MCDONNELL (Hayes and Harlington),1,0,0,0,0
11936,Pat,McFadden,Labour,Wolverhampton South East,E14001050,Pat MCFADDEN (Wolverhampton South East),0,0,0,0,0
25423,Conor,McGinn,Labour,St Helens North,E14000962,Conor MCGINN (St Helens North),0,0,0,0,0
24897,Alison,McGovern,Labour,Wirral South,E14001043,Alison MCGOVERN (Wirral South),0,0,0,0,0
24818,Catherine,McKinnell,Labour,Newcastle upon Tyne North,E14000833,Catherine MCKINNELL (Newcastle upon Tyne North),0,1,0,0,0
14146,Anne,McLaughlin,Scottish National Party,Glasgow North East,S14000032,Anne MCLAUGHLIN (Glasgow North East),0,0,0,0,0
25475,Jim,McMahon,Labour/Co-operative,Oldham West and Royton,E14000871,Jim MCMAHON (Oldham West and Royton),0,1,0,0,0
25647,Anna,McMorrin,Labour,Cardiff North,W07000051,Anna MCMORRIN (Cardiff North),0,1,0,0,0
25271,John,McNally,Scottish National Party,Falkirk,S14000028,John MCNALLY (Falkirk),0,0,0,0,0
24888,Stephen,McPartland,Conservative,Stevenage,E14000968,Stephen MCPARTLAND (Stevenage),0,0,0,0,1
24882,Esther,McVey,Conservative,Tatton,E14000987,Esther MCVEY (Tatton),0,0,0,0,0
24919,Ian,Mearns,Labour,Gateshead,E14000709,Ian MEARNS (Gateshead),1,0,0,0,0
24804,Mark,Menzies,Conservative,Fylde,E14000706,Mark MENZIES (Fylde),0,0,0,0,0
25367,Johnny,Mercer,Conservative,"Plymouth, Moor View",E14000879,"Johnny MERCER (Plymouth, Moor View)",0,0,0,1,0
25426,Huw,Merriman,Conservative,Bexhill and Battle,E14000557,Huw MERRIMAN (Bexhill and Battle),0,0,0,0,0
24749,Stephen,Metcalfe,Conservative,South Basildon and East Thurrock,E14000933,Stephen METCALFE (South Basildon and East Thurrock),0,0,0,0,0
11545,Ed,Miliband,Labour,Doncaster North,E14000669,Ed MILIBAND (Doncaster North),0,1,0,0,0
25832,Robin,Millar,Conservative,Aberconwy,W07000058,Robin MILLAR (Aberconwy),0,0,0,0,0
11389,Maria,Miller,Conservative,Basingstoke,E14000545,Maria MILLER (Basingstoke),0,0,0,0,0
25350,Amanda,Milling,Conservative,Cannock Chase,E14000618,Amanda MILLING (Cannock Chase),0,0,0,0,0
24965,Nigel,Mills,Conservative,Amber Valley,E14000533,Nigel MILLS (Amber Valley),0,0,0,0,1
25836,Navendu,Mishra,Labour,Stockport,E14000969,Navendu MISHRA (Stockport),1,0,0,0,0
11115,Andrew,Mitchell,Conservative,Sutton Coldfield,E14000985,Andrew MITCHELL (Sutton Coldfield),0,0,0,0,0
25920,Gagan,Mohindra,Conservative,South West Hertfordshire,E14000951,Gagan MOHINDRA (South West Hertfordshire),0,0,0,0,0
13836,Francie,Molloy,Sinn Féin,Mid Ulster,N06000010,Francie MOLLOY (Mid Ulster),0,0,0,0,0
25406,Carol,Monaghan,Scottish National Party,Glasgow North West,S14000033,Carol MONAGHAN (Glasgow North West),0,0,0,0,0
25630,Damien,Moore,Conservative,Southport,E14000958,Damien MOORE (Southport),0,0,0,0,0
25922,Robbie,Moore,Conservative,Keighley,E14000766,Robbie MOORE (Keighley),0,0,0,0,0
25689,Layla,Moran,Liberal Democrat,Oxford West and Abingdon,E14000874,Layla MORAN (Oxford West and Abingdon),0,0,0,0,0
24938,Penny,Mordaunt,Conservative,Portsmouth North,E14000883,Penny MORDAUNT (Portsmouth North),0,0,0,0,1
11732,Jessica,Morden,Labour,Newport East,W07000055,Jessica MORDEN (Newport East),0,0,0,0,0
26056,Helen,Morgan,Liberal Democrat,North Shropshire,E14000849,Helen MORGAN (North Shropshire),0,0,0,0,0
25658,Stephen,Morgan,Labour,Portsmouth South,E14000884,Stephen MORGAN (Portsmouth South),0,0,0,0,0
24912,Anne Marie,Morris,Conservative,Newton Abbot,E14000835,Anne Marie MORRIS (Newton Abbot),0,0,0,0,0
24966,David,Morris,Conservative,Morecambe and Lunesdale,E14000825,David MORRIS (Morecambe and Lunesdale),0,0,0,0,0
24715,Grahame,Morris,Labour,Easington,E14000677,Grahame MORRIS (Easington),1,0,0,0,0
24855,James,Morris,Conservative,Halesowen and Rowley Regis,E14000722,James MORRIS (Halesowen and Rowley Regis),0,0,0,0,1
25878,Joy,Morrissey,Conservative,Beaconsfield,E14000550,Joy MORRISSEY (Beaconsfield),0,0,0,0,0
25984,Jill,Mortimer,Conservative,Hartlepool,E14000733,Jill MORTIMER (Hartlepool),0,0,0,0,0
25342,Wendy,Morton,Conservative,Aldridge-Brownhills,E14000531,Wendy MORTON (Aldridge-Brownhills),0,0,0,0,0
25883,Kieran,Mullan,Conservative,Crewe and Nantwich,E14000653,Kieran MULLAN (Crewe and Nantwich),0,0,0,0,0
25804,Holly,Mumby-Croft,Conservative,Scunthorpe,E14000914,Holly MUMBY-CROFT (Scunthorpe),0,0,0,0,0
11970,David,Mundell,Conservative,"Dumfriesshire, Clydesdale and Tweeddale",S14000014,"David MUNDELL (Dumfriesshire, Clydesdale and Tweeddale)",0,0,1,0,0
24872,Ian,Murray,Labour,Edinburgh South,S14000024,Ian MURRAY (Edinburgh South),0,1,0,0,0
25801,James,Murray,Labour/Co-operative,Ealing North,E14000675,James MURRAY (Ealing North),0,0,0,0,0
24875,Sheryll,Murray,Conservative,South East Cornwall,E14000938,Sheryll MURRAY (South East Cornwall),0,0,0,0,0
11132,Andrew,Murrison,Conservative,South West Wiltshire,E14000954,Andrew MURRISON (South West Wiltshire),0,0,0,0,0
24831,Lisa,Nandy,Labour,Wigan,E14001039,Lisa NANDY (Wigan),0,1,0,0,0
13736,Bob,Neill,Conservative,Bromley and Chislehurst,E14000604,Bob NEILL (Bromley and Chislehurst),0,0,1,0,0
25291,Gavin,Newlands,Scottish National Party,Paisley and Renfrewshire North,S14000052,Gavin NEWLANDS (Paisley and Renfrewshire North),0,0,0,0,0
25885,Charlotte,Nichols,Labour,Warrington North,E14001017,Charlotte NICHOLS (Warrington North),0,0,0,0,0
25865,Lia,Nici,Conservative,Great Grimsby,E14000716,Lia NICI (Great Grimsby),0,0,0,0,0
25281,John,Nicolson,Scottish National Party,Ochil and South Perthshire,S14000050,John NICOLSON (Ochil and South Perthshire),0,0,0,0,0
24809,Caroline,Nokes,Conservative,Romsey and Southampton North,E14000901,Caroline NOKES (Romsey and Southampton North),0,0,1,0,0
24827,Jesse,Norman,Conservative,Hereford and South Herefordshire,E14000743,Jesse NORMAN (Hereford and South Herefordshire),0,0,0,0,0
25687,Alex,Norris,Labour/Co-operative,Nottingham North,E14000866,Alex NORRIS (Nottingham North),0,0,0,0,0
25679,Neil,O'Brien,Conservative,Harborough,E14000728,Neil O'BRIEN (Harborough),0,0,0,0,0
25370,Brendan,O'Hara,Scottish National Party,Argyll and Bute,S14000005,Brendan O'HARA (Argyll and Bute),0,0,0,0,0
24955,Matthew,Offord,Conservative,Hendon,E14000741,Matthew OFFORD (Hendon),0,0,0,0,0
25596,Sarah,Olney,Liberal Democrat,Richmond Park,E14000896,Sarah OLNEY (Richmond Park),0,0,0,0,0
24807,Chi,Onwurah,Labour,Newcastle upon Tyne Central,E14000831,Chi ONWURAH (Newcastle upon Tyne Central),0,1,0,0,0
24962,Guy,Opperman,Conservative,Hexham,E14000746,Guy OPPERMAN (Hexham),0,0,1,1,0
25846,Abena,Oppong-Asare,Labour,Erith and Thamesmead,E14000696,Abena OPPONG-ASARE (Erith and Thamesmead),0,1,0,0,0
25365,Kate,Osamor,Labour/Co-operative,Edmonton,E14000687,Kate OSAMOR (Edmonton),1,0,0,0,0
25794,Kate,Osborne,Labour,Jarrow,E14000765,Kate OSBORNE (Jarrow),1,0,0,0,0
25294,Kirsten,Oswald,Scottish National Party,East Renfrewshire,S14000021,Kirsten OSWALD (East Renfrewshire),0,0,0,0,0
25915,Taiwo,Owatemi,Labour,Coventry North West,E14000650,Taiwo OWATEMI (Coventry North West),0,1,0,0,0
25823,Sarah,Owen,Labour,Luton North,E14000800,Sarah OWEN (Luton North),0,1,0,0,0
13852,Ian,Paisley Jnr,DUP,North Antrim,N06000012,Ian PAISLEY JNR (North Antrim),0,0,0,0,0
24778,Priti,Patel,Conservative,Witham,E14001045,Priti PATEL (Witham),0,0,0,0,0
24880,Mark,Pawsey,Conservative,Rugby,E14000905,Mark PAWSEY (Rugby),0,0,0,0,0
25617,Stephanie,Peacock,Labour,Barnsley East,E14000542,Stephanie PEACOCK (Barnsley East),0,1,0,0,0
11626,Mike,Penning,Conservative,Hemel Hempstead,E14000739,Mike PENNING (Hemel Hempstead),0,0,0,0,0
25379,Matthew,Pennycook,Labour,Greenwich and Woolwich,E14000718,Matthew PENNYCOOK (Greenwich and Woolwich),0,1,0,0,0
11924,John,Penrose,Conservative,Weston-Super-Mare,E14001038,John PENROSE (Weston-Super-Mare),0,0,0,0,1
24832,Andrew,Percy,Conservative,Brigg and Goole,E14000596,Andrew PERCY (Brigg and Goole),0,0,0,0,0
24845,Toby,Perkins,Labour,Chesterfield,E14000632,Toby PERKINS (Chesterfield),0,0,0,0,0
25364,Jess,Phillips,Labour,"Birmingham, Yardley",E14000568,"Jess PHILLIPS (Birmingham, Yardley)",0,0,0,0,0
24709,Bridget,Phillipson,Labour,Houghton and Sunderland South,E14000754,Bridget PHILLIPSON (Houghton and Sunderland South),0,0,0,0,0
25377,Chris,Philp,Conservative,Croydon South,E14000656,Chris PHILP (Croydon South),0,0,0,0,0
24747,Christopher,Pincher,Conservative,Tamworth,E14000986,Christopher PINCHER (Tamworth),0,0,0,0,1
25690,Luke,Pollard,Labour/Co-operative,"Plymouth, Sutton and Devonport",E14000880,"Luke POLLARD (Plymouth, Sutton and Devonport)",0,0,0,0,0
24756,Daniel,Poulter,Conservative,Central Suffolk and North Ipswich,E14000624,Daniel POULTER (Central Suffolk and North Ipswich),0,0,0,0,0
25407,Rebecca,Pow,Conservative,Taunton Deane,E14000988,Rebecca POW (Taunton Deane),0,0,0,0,0
25165,Lucy,Powell,Labour/Co-operative,Manchester Central,E14000807,Lucy POWELL (Manchester Central),0,1,0,0,0
25420,Victoria,Prentis,Conservative,Banbury,E14000539,Victoria PRENTIS (Banbury),0,0,1,0,0
11946,Mark,Pritchard,Conservative,The Wrekin,E14000992,Mark PRITCHARD (The Wrekin),0,0,0,0,0
25387,Tom,Pursglove,Conservative,Corby,E14000648,Tom PURSGLOVE (Corby),0,0,0,0,0
26020,Anum,Qaisar,Scottish National Party,Airdrie and Shotts,S14000003,Anum QAISAR (Airdrie and Shotts),0,0,0,0,0
25417,Jeremy,Quin,Conservative,Horsham,E14000753,Jeremy QUIN (Horsham),0,0,0,0,0
25403,Will,Quince,Conservative,Colchester,E14000644,Will QUINCE (Colchester),0,0,0,0,0
24775,Yasmin,Qureshi,Labour,Bolton South East,E14000579,Yasmin QURESHI (Bolton South East),0,0,0,0,0
24815,Dominic,Raab,Conservative,Esher and Walton,E14000697,Dominic RAAB (Esher and Walton),0,0,0,0,0
25837,Tom,Randall,Conservative,Gedling,E14000710,Tom RANDALL (Gedling),0,0,0,0,0
25429,Angela,Rayner,Labour,Ashton-under-Lyne,E14000537,Angela RAYNER (Ashton-under-Lyne),0,0,0,0,0
10499,John,Redwood,Conservative,Wokingham,E14001048,John REDWOOD (Wokingham),0,0,0,0,0
25170,Steve,Reed,Labour/Co-operative,Croydon North,E14000655,Steve REED (Croydon North),0,1,0,0,0
25332,Christina,Rees,Labour/Co-operative,Neath,W07000069,Christina REES (Neath),0,0,0,0,0
24926,Jacob,Rees-Mogg,Conservative,North East Somerset,E14000846,Jacob REES-MOGG (North East Somerset),0,0,0,0,1
25681,Ellie,Reeves,Labour,Lewisham West and Penge,E14000788,Ellie REEVES (Lewisham West and Penge),0,0,0,0,0
24851,Rachel,Reeves,Labour,Leeds West,E14000781,Rachel REEVES (Leeds West),0,0,0,0,0
24929,Jonathan,Reynolds,Labour/Co-operative,Stalybridge and Hyde,E14000967,Jonathan REYNOLDS (Stalybridge and Hyde),0,1,0,0,0
